"recipient_name","recipient_city_code","recipient_city_name","recipient_county_code","recipient_county_name","recipient_zip","recipient_state_code","recipient_country_code","recipient_type","receip_addr1","receip_addr2","receip_addr3","duns_no"
"delaware valley community health","60000","philadelphia","101","philadelphia","19130","pa","usa","12: other nonprofit","1412-20 fairmount avenue","","","101441483"
"shingletown medical center","71568","shingletown","089","shasta","96088","ca","usa","12: other nonprofit","31292 alpine meadows rd","","","625695507"
"ifdc","53016","muscle shoals","010","colbert","35662","al","usa","12: other nonprofit","po box 2040","attn: managing director","","0791127770791"
"ryman-carroll foundation","44000","los angeles","037","los angeles","90015","ca","","12: other nonprofit","315 w ninth st","ste 806","","9599526070000"
"our time theatre company","51000","new york","061","new york","10036","ny","","12: other nonprofit","330 w 42nd st","12th floor","","1881120440000"
"albany symphony orchestra","01000","albany","001","albany","12207","ny","","12: other nonprofit","19 clinton ave","","","1066234080000"
"les figues press","44000","los angeles","037","los angeles","90007","ca","","12: other nonprofit","po box 7736","","","6200685800000"
"girls write now","99061","new york","061","new york","10018","ny","","12: other nonprofit","247 w 37th st","ste 1800","","8091364550000"
"wausau conservatory of music","84475","wausau","073","marathon","54402","wi","","12: other nonprofit","po box 606","","","1756909320000"
"fiji theater company","51000","new york","061","new york","10012","ny","","12: other nonprofit","47 great jones st","6th floor","","0317890190000"
"ars nova theater i","51000","new york","005","bronx","10019","ny","","12: other nonprofit","511 w 54th st","","","1234194390000"
"jubilee players","27000","fort worth","121","denton","76102","tx","","12: other nonprofit","506 main st","","","8308161040000"
"center for human development","67000","springfield","013","hampden","01107","ma","","12: other nonprofit","332 birnie avenue","","","0991956950000"
"washington national opera","50000","washington","001","district of columbia","20566","dc","","12: other nonprofit","2700 f st nw","","","0726323910000"
"coffee house press","43000","minneapolis","053","hennepin","55413","mn","","12: other nonprofit","79 thirteenth ave ne ste 110","","","1520651240000"
"association of collegiate schools of architec","50000","washington","001","district of columbia","20006","dc","","12: other nonprofit","1735 new york ave nw","","","0748174790000"
"st ann center for restoration & the arts","10022","brooklyn","047","kings","11201","ny","","12: other nonprofit","55 washington st","ste 458","","1058665290000"
"project step","07000","boston","025","suffolk","02115","ma","","12: other nonprofit","301 massachusetts avenue","symphony hall","","9305672760000"
"capitol region education council","37000","hartford","003","hartford","06106","ct","","12: other nonprofit","111 charter oak avenue","","","0618964240000"
"emergency housing consortium of santa clara c","47766","milpitas","085","santa clara","95035","ca","usa","12: other nonprofit","507 valley way","","","196154173"
"whitehall biological weed control project in","79900","whitehall","043","jefferson","59759","mt","usa","12: other nonprofit","todd breitenfeldt","1 yellowstone trail","","145352147"
"oklahoma association of community action","55000","oklahoma city","109","oklahoma","73112","ok","usa","12: other nonprofit","2800 nw 36th st ste 221","0","","079744421"
"dream tree project","76200","taos","055","taos","87571","nm","usa","12: other nonprofit","po box 1677","","","004827353"
"child & family services of the upper penisula","51900","marquette","103","marquette","49855","mi","usa","12: other nonprofit","1100 s front st","","","096831300"
"boston christian counseling center","07000","boston","025","suffolk","02108","ma","usa","12: other nonprofit","88 tremont st","","","627537210"
"associates for human services","69170","taunton","005","bristol","02780","ma","usa","12: other nonprofit","68 allison avenue","","","093211381"
"tennessee disability coalition","52000","nashville","037","davidson","37206","tn","usa","12: other nonprofit","955 woodland st","0","","007729908"
"pathways for children","26150","gloucester","009","essex","01930","ma","usa","12: other nonprofit","29 emerson ave","","","787070119"
"health care coalition of southern oregon","30550","grants pass","033","josephine","97528","or","usa","12: other nonprofit","po box 1450","","","112548677"
"depot preservation alliance","04024","baudette","077","lake of the woods","56623","mn","usa","12: other nonprofit","420 main ave","","","830180605"
"federation of animal science socities","12385","champaign","019","champaign","61822","il","usa","12: other nonprofit","2441 village green pl","","","054389874"
"hopewell water assn","54800","oxford","071","lafayette","38655","ms","usa","12: other nonprofit","216 cr 202","","","963423244"
"rock valley rotary club foundation","68205","rock valley","167","sioux","51247","ia","","12: other nonprofit","1510 14th st","","","171546393"
"indigenous education institute","70500","santa fe","049","santa fe","87507","nm","usa","12: other nonprofit","4167 big sky rd","","","1399053890000"
"metropolitan education commission","77000","tucson","019","pima","85719","az","usa","12: other nonprofit","930 e broadway blvd","","","005897207"
"midcoast maine community action","03355","bath","023","sagadahoc","04530","me","usa","12: other nonprofit","34 wing farm parkway","","","077464014"
"anson regional medical services","70380","wadesboro","007","anson","28170","nc","usa","12: other nonprofit","po box 192","","","170661227"
"umoja student development corporation","14000","chicago","031","cook","60612","il","usa","12: other nonprofit","2935 w polk st rm 116","","","016382736"
"western pa coalition for abandoned mine recla","31200","greensburg","129","westmoreland","15601","pa","","12: other nonprofit","226 donohoe rd ste 110","","","8011902110000"
"climate central","60900","princeton","021","mercer","08542","nj","","12: other nonprofit","1 palmer sq e ste 330","","","0215936300000"
"huerfanolas animas area council of gove","78610","trinidad","071","las animas","81082","co","usa","12: other nonprofit","300 s bonaventure ave","","","169566502"
"akron united methodist church","00925","akron","121","washington","80720","co","usa","12: other nonprofit","902 e first st","","","008195351"
"montgomery community action committee","51000","montgomery","101","montgomery","36104","al","usa","12: other nonprofit","1066 adams avenue","","","081389868"
"research foundation for mental hygiene","46536","menands","001","albany","12204","ny","usa","12: other nonprofit","150 broadway ste 301","","","167205090"
"iliff community center","38590","iliff","075","logan","80736","co","usa","12: other nonprofit","po box 216","","","361034440"
"first choice services","14600","charleston","039","kanawha","25301","wv","usa","12: other nonprofit","405 capitol st","","","964737782"
"chicago horticultural society","29652","glencoe","031","cook","60022","il","","12: other nonprofit","po 810","","","8345485700000"
"venture richmond","67000","richmond","760","richmond","23219","va","","12: other nonprofit","200 s third st","","","1017146730000"
"sonny boy blues society","31180","helena","107","phillips","72342","ar","","12: other nonprofit","po box 118","","","8263551790000"
"telespond senior services","69000","scranton","069","lackawanna","18505","pa","","12: other nonprofit","1200 saginaw st","","","798006508"
"chicago filmmakers","14000","chicago","031","cook","60640","il","","12: other nonprofit","5243 n clark st","","","0853452700000"
"united way of wyandotte county","36000","kansas city","209","wyandotte","66101","ks","","12: other nonprofit","434 minnesota avenue","","","095039434"
"helena presents","35600","helena","049","lewis & clark","59601","mt","","12: other nonprofit","15 n ewing","","","1220614500000"
"old town school of folk music","14000","chicago","031","cook","60625","il","","12: other nonprofit","4544 n lincoln ave","","","0810260150000"
"n florida foundation for r","25175","gainesville","001","alachua","32608","fl","usa","12: other nonprofit","1601 sw archer rd","","","791307031"
"irondale productions","10016","brooklyn","025","delaware","11217","ny","","12: other nonprofit","85 s oxford st","","","6276822890000"
"zachary scott theater center","05000","austin","453","travis","78704","tx","","12: other nonprofit","1510 toomey rd","","","1215024050000"
"independent feature project","51000","brooklyn","061","new york","11201","ny","","12: other nonprofit","68 jay st ste 425","","","1225169170000"
"public corporation for the arts of the city o","43000","long beach","037","los angeles","90802","ca","","12: other nonprofit","350 elm avenue","","","0837782580000"
"the student conservation associatio n","11380","charlestown town of","019","sullivan","03603","nh","","12: other nonprofit","206 s 17th ave rm 133","","","0984166670000"
"the partnership for the homeless","51000","new york","061","new york","10001","ny","usa","12: other nonprofit","305 seventh avenue","","","157382888"
"art education for the blind","51000","new york","061","new york","10012","ny","","12: other nonprofit","589 broadway 3d floor","","","7802519140000"
"council on aging of w florida","55925","pensacola","033","escambia","32503","fl","","12: other nonprofit","po box 17066","875 royce st","","072623853"
"center for great expectations","68460","somerville","035","somerset","08876","nj","usa","12: other nonprofit","1 eastern avenue","","","946156239"
"s dakota symphony orchestra","59020","sioux falls","099","minnehaha","57104","sd","","12: other nonprofit","301 s main ave","","","1564845860000"
"california dairy campaign","80812","turlock","099","stanislaus","95832","ca","usa","12: other nonprofit","2881 greer rd","","","033525754"
"3 horse ranch vineyard llc","23500","eagle","001","ada","83616","id","usa","12: other nonprofit","5900 pearl rd","","","968993845"
"mercer landmark","12868","celina","107","mercer","45822","oh","usa","12: other nonprofit","715 w logan st","","","017593112"
"solution project","49473","narrowsburg","105","sullivan","12764","ny","usa","12: other nonprofit","1724 county rd 23","","","031984688"
"calais public safety auxiliary","09585","calais","029","washington","04619","me","usa","12: other nonprofit","po box 413","","","078359493"
"american littoral society","31500","highlands","025","monmouth","07732","nj","usa","12: other nonprofit","18 hartshorne dr","ste 1","","087621926"
"nw straits marine foundation","47560","mount vernon","057","skagit","98273","wa","usa","12: other nonprofit","10441 bayview edison rd","","","149220274"
"isothermal planning & development commission","58460","rutherfordton","161","rutherford","28139","nc","usa","12: other nonprofit","111 w court st","0","","101773695"
"the s central tennessee development distr","51080","mount pleasant","119","maury","38474","tn","usa","12: other nonprofit","101 sam watkins blvd","0","","118705987"
"the dakota manufacturing extension partnershi","07200","bismarck","015","burleigh","58501","nd","usa","12: other nonprofit","northbrook professional center","1929 n washington st ste m","","136380933"
"manomet","38050","manomet","023","plymouth","02345","ma","","12: other nonprofit","81 stage point rd","","","0842151020000"
"america 300 foundation","73825","steamboat springs ro","107","routt","80487","co","","12: other nonprofit","1120 soujth lincoln ave","","","078388450"
"idaho parents unlimited","08700","boise","001","ada","83702","id","usa","12: other nonprofit","500 s 8th st","","","062600820"
"pci-media impact","99061","new york county","061","new york","10017","ny","","12: other nonprofit","777 united nations plz","","","7986293330000"
"defenders of wildlife","80150","w linn","005","clackamas","20036","or","","12: other nonprofit","1130 17th st nw","","","0748451240000"
"nexus recovery center","19000","dallas","113","dallas","75228","tx","usa","12: other nonprofit","8733 la prado dr","","","127139202"
"national cyber security alliance","50000","washington","001","district of columbia","20005","dc","usa","12: other nonprofit","1010 vermont avenue","","","150715014"
"lakes & pines community action committee","44044","mora","065","kanabec","55051","mn","usa","12: other nonprofit","1700 maple avenue e","","","074217639"
"heartland human care services","14000","chicago","031","cook","60604","il","usa","12: other nonprofit","208 s lasalle st","","","149584877"
"kidstlc","52575","olathe","091","johnson","66063","ks","usa","12: other nonprofit","p o box 3505 480 s rogers rd","","","010642700"
"aids healthcare foundation","44000","los angeles","037","los angeles","90028","ca","usa","12: other nonprofit","6255 w sunset blvd 16th fl","","","607963980"
"american urological association","47125","linthicum","003","anne arundel","21090","md","usa","12: other nonprofit","1000 corporate blvd","","","080567605"
"reginald s lourie center for infants & young","67675","rockville","031","montgomery","20852","md","usa","12: other nonprofit","12301 academy way","","","071182109"
"district four health services","","lagrange","285","troup","30240","ga","usa","12: other nonprofit","122 a gordon commercial dr","","","090261178"
"kulintang arts","67000","san francisco","075","san francisco","94112","ca","","12: other nonprofit","474 faxon avenue","","","6022695400000"
"las vegas philharmonic","40000","las vegas","003","clark","89146","nv","","12: other nonprofit","1412 s jones blvd","","","1349350680000"
"association for the advancement of filipino a","44000","los angeles","037","los angeles","90005","ca","","12: other nonprofit","760 s westmoreland ave","ste 266","","9589092020000"
"national jazz museum in harlem","51000","new york","061","new york","10035","ny","","12: other nonprofit","104 e 126th st","ste 2d","","1401644890000"
"cedar rapids symphony orchestra association","12000","cedar rapids","113","linn","52401","ia","","12: other nonprofit","119 third avenue se","","","1557868580000"
"matsutoyo kai","28168","gardena","037","los angeles","90247","ca","","12: other nonprofit","16925 s denker avenue","","","7920289660000"
"mcintosh trail early childhood development co","41596","jackson","035","butts","30233","ga","usa","12: other nonprofit","565 recreation dr","","","102002433"
"hauptman woodward medical research institute","11000","buffalo","029","erie","14203","ny","usa","12: other nonprofit","700 ellicott st","","","074025479"
"lake baikal heritage foundation","06000","berkeley","001","alameda","94704","ca","usa","12: other nonprofit","2638 warring st","ste c","","831171314"
"ridgeview psychiatric hospital & center","55120","oak ridge","001","anderson","37830","tn","usa","12: other nonprofit","240 w tyrone rd","","","071523815"
"midtown medical center for children & fami","84816","w sacramento","113","yolo","95691","ca","usa","12: other nonprofit","155 15th st","","","827715405"
"virginia health quality center","31200","glen allen","087","henrico","23060","va","usa","12: other nonprofit","4510 cox rd ste 400","","","130529811"
"metropolitan washington council of government","50000","washington","001","district of columbia","20002","dc","usa","12: other nonprofit","777 n capitol st ne ste 300","","","072663115"
"united cerebral palsy of colorado","20000","denver","031","denver","80222","co","usa","12: other nonprofit","2200 s jasmine st","","","083206326"
"athens neighborhood health center","03436","athens","059","clarke","30604","ga","usa","12: other nonprofit","post office box 147","","","079367611"
"strategic community services","32500","glenarden","033","prince georges","20703","md","usa","12: other nonprofit","8829 glenarden parkway","0","","114844652"
"hawaii health information exchange","17000","honolulu","003","honolulu","96813","hi","usa","12: other nonprofit","345 queen st ste 601","","","829422109"
"benefis hospitals","32800","great falls","013","cascade","59405","mt","usa","12: other nonprofit","1101 - 26th st s","","","068922160"
"oklahoma foundation for medical quality","55000","oklahoma city","109","oklahoma","73118","ok","usa","12: other nonprofit","5801 broadway extension","","","099557365"
"black river area development corporation","56540","pocahontas","121","randolph","72455","ar","usa","12: other nonprofit","1403 hospital dr","","","155993819"
"perspectives","43252","minnetonka","053","hennepin","55345","mn","usa","12: other nonprofit","17717 hwy 7","","","181751371"
"w end family counseling services","53896","ontario","071","san bernardino","91762","ca","usa","12: other nonprofit","855 n euclid ave","","","360705180"
"rural health network of monroe county fl in","36550","key w","087","monroe","33041","fl","usa","12: other nonprofit","po box 4966","","","794377395"
"health education council","84816","w sacramento","113","yolo","95691","ca","usa","12: other nonprofit","3950 industrial blvd num 600","0","","843381641"
"lorain county alcohol & drug abuse services","44856","lorain","093","lorain","44053","oh","usa","12: other nonprofit","2115 w park dr","","","084501923"
"california regional extension center","64000","sacramento","067","sacramento","95814","ca","usa","12: other nonprofit","1231 i st","","","832190628"
"western carolina community action","30720","hendersonville","089","henderson","28793","nc","usa","12: other nonprofit","po box 685","","","030506133"
"health partnership clinic","53775","overland park","091","johnson","66212","ks","usa","12: other nonprofit","7171 w 95th st","","","873005482"
"norris public power district","03390","beatrice","067","gage","68310","ne","usa","12: other nonprofit","606 irving st","p o box 399","","968441907"
"senior citizen services metro atlanta","04000","atlanta","089","dekalb","30318","ga","","12: other nonprofit","1705 commerce dr nw","","","065363111"
"georgia piedmont technical college","00000","clarkston","000","","30021","ga","usa","12: other nonprofit","495 n indian creek dr","","","617081914"
"elder services of cape cod & islands","63655","s dennis","001","barnstable","02660","ma","","12: other nonprofit","68 route 134","","","081580813"
"catholic charities of onondaga county","73000","syracuse","067","onondaga","13204","ny","","12: other nonprofit","1654 w onondaga st","","","801302019"
"metropolitan interfaith association","48000","memphis","157","shelby","38173","tn","","12: other nonprofit","910 vance","po box 3130","","073550238"
"lutheran social services of s central pen","87048","york","133","york","17404","pa","","12: other nonprofit","1050 pennsylvania ave","","","071210355"
"wood-pawcatuck watershed association","34660","hope valley","009","washington","02832","ri","usa","12: other nonprofit","203 b arcadia rd","","","781024286"
"chinese american service league","14000","chicago","043","dupage","60616","il","usa","12: other nonprofit","2141 s tan ct","","","874366255"
"association of american voices","35000","houston","201","harris","77009","tx","","12: other nonprofit","404 cordell","","","143629124"
"national council for eurasian & e europe","63000","seattle","033","king","98105","wa","","12: other nonprofit","2601 4th ave ste 310","","","138417725"
"astronomical society pacific","67000","san francisco","075","san francisco","94112","ca","usa","12: other nonprofit","390 ashton ave","","","082450321"
"university of the arts","60000","philadelphia","101","philadelphia","19102","pa","","12: other nonprofit","320 s broad st","","","0699005790000"
"bloomington playwrights project","05860","bloomington","105","monroe","47404","in","","12: other nonprofit","107 w 9th st","","","8018314540000"
"world arts focus","54275","mount rainier","033","prince georges","20712","md","","12: other nonprofit","3309 bunker hill rd","","","8078744170000"
"schuylkill county council for the arts","62432","pottsville","107","schuylkill","17901","pa","","12: other nonprofit","1440 mahantongo st","","","0942281600000"
"ocala symphony orchestra","50750","ocala","083","marion","34471","fl","","12: other nonprofit","820 se fort king st","","","0921650540000"
"arts center of mississippi","36000","jackson","049","hinds","39201","ms","","12: other nonprofit","255 e pascagoula st","","","9662051350000"
"association for institutional research","11335","centerville","073","leon","32308","fl","usa","12: other nonprofit","ste 211 1435 e piedmont dr","","","084189547"
"theatre production & technical academy","24638","folsom","067","sacramento","95630","ca","","12: other nonprofit","717 sutter st","","","0107130580000"
"three rivers legal services","25175","gainesville","001","alachua","32601","fl","usa","12: other nonprofit","901 nw 8th avenue","ste d5","","099351785"
"farmworker association of florida","01700","apopka","095","orange","32931","fl","","12: other nonprofit","1264 apopka blvd","","","795571025"
"nw wisconsin concentrated employment p","03225","ashland","003","ashland","54806","wi","","12: other nonprofit","422 3rd st w ste 200","422 3rd st w ste 200","","779950948"
"university of detroit mercy","22000","detroit","163","wayne","48221","mi","","12: other nonprofit","4001 w mcnichols rd","","","073135402"
"clark county veterans assistance center","74060","vancouver","011","clark","98660","wa","","12: other nonprofit","1305 columbia st ste 100","","","962734328"
"steelworkers charitable & educational organ","61000","pittsburgh","003","allegheny","15222","pa","","12: other nonprofit","5 gateway center","room 902","","600827252"
"echo housing corporation","22000","evansville","163","vanderburgh","47710","in","","12: other nonprofit","414 baker avenue","","","003442332"
"indianapolis private industry council dba e","36000","indianapolis","097","marion","46204","in","","12: other nonprofit","151 n delaware st","ste 1600","","190434787"
"oakland livingston","65440","pontiac","125","oakland","48342","mi","usa","12: other nonprofit","196 oakland ave","","","088746458"
"american consumer credit counseling","45560","auburndale","017","middlesex","02466","ma","usa","12: other nonprofit","130 rumford ave ste 202","","","844920967"
"telacu senior hsg","14974","los angeles","037","los angeles","90001","ca","usa","12: other nonprofit","5400 e olympic blvd","co telacu development","","874884836"
"appalachian community enterprises","16824","cleveland","311","white","30528","ga","","12: other nonprofit","3173 hwy 129 n","","","123351251"
"freed center for independent living","30798","nevada city","057","nevada","95959","ca","usa","12: other nonprofit","117 new mohawk rd ste a","","","555889047"
"library company of philadelphia","6540","philadelphia","101","philadelphia","19107","pa","usa","12: other nonprofit","1314 locust st","","","076950443"
"alliance of people with disabilities","63000","seattle","033","king","98122","wa","usa","12: other nonprofit","1120 e terrace st ste 100","","","199845355"
"alaska bird observatory","24230","fairbanks","090","fairbanks n star","99701","ak","","12: other nonprofit","418 wedgewood dr","","","0458166050000"
"paul smiths college of arts & sciences","56770","paul smiths","033","franklin","12970","ny","usa","12: other nonprofit","rtes 86 & 30","","","001943323"
"options: interstate resource center for inde","17612","e grand forks","119","polk","56721","mn","usa","12: other nonprofit","318 3rd st nw","","","930025200"
"marin center for independent living","68364","san rafael","041","marin","94901","ca","usa","12: other nonprofit","710 4th st","","","199670811"
"american research institute in turkey","60000","philadelphia","101","philadelphia","19104","pa","usa","12: other nonprofit","3260 s st","","","012856378"
"oregon state university","43280","los altos","085","santa clara","97331","ca","","12: other nonprofit","janetoliver@oregonstateedu","kerr administration b306","","0535999080000"
"ranken technical college","65000","saint louis","510","st louis","63113","mo","usa","12: other nonprofit","4431 finney ave","","","079933370"
"learn","45000","lubbock","303","lubbock","79412","tx","usa","12: other nonprofit","2161 50th st ste 115","","","108214297"
"southern illinois center for independent livi","11163","carbondale","077","jackson","62901","il","usa","12: other nonprofit","2135 w ramada ln","","","193096823"
"walton options for independent living","04196","augusta","245","richmond","30901","ga","usa","12: other nonprofit","948 walton way","","","926624107"
"coalition for independent living options","76600","w palm beach","099","palm beach","33413","fl","usa","12: other nonprofit","6800 forest hill blvd","","","839608478"
"conservation fisheries","40000","knoxville","093","knox","37901","tn","","12: other nonprofit","3424 division st","","","0164979300000"
"hadassah","51000","new york","360","new york","10019","ny","usa","12: other nonprofit","50 w 58th st","","","068236546"
"edisto island open land trust","23065","edisto island","019","charleston","29438","sc","","12: other nonprofit","p o box 1","","","0398353220000"
"ruffed grouse society of n amer ica the","16144","coraopolis","003","allegheny","15108","pa","","12: other nonprofit","451 mccormick rd","","","0679158920000"
"staunton creative community fund","75216","staunton","790","staunton","24401","va","","12: other nonprofit","10 byers st","staunton va","","825269751"
"wilderness society the","08950","bozeman","031","gallatin","59715","mt","","12: other nonprofit","1615 m st nw","","","0551882880000"
"lincoln neighborhood redevelopment corp","53000","milwaukee","079","milwaukee","53215","wi","","12: other nonprofit","2266 s 13th st","","","874640535"
"w florida rc & d council","43175","marianna","063","jackson","32448","fl","","12: other nonprofit","po box 783","","","1407842860000"
"metroaction","69000","scranton","069","lackawanna","18501","pa","","12: other nonprofit","po box 431","222 mulberry st","","011859837"
"sheldon arts foundation","65000","st louis","510","st louis","63108","mo","","12: other nonprofit","3648 washington blvd","","","1613644270000"
"all florida youth orchestra","32000","hollywood","011","broward","33021","fl","","12: other nonprofit","1708 n 40th ave","","","9682931830000"
"cincinnati arts association","15000","cincinnati","061","hamilton","45202","oh","","12: other nonprofit","650 walnut st","","","0566116840000"
"maine public broadcasting corp","38740","lewiston","001","androscoggin","04240","me","usa","12: other nonprofit","1450 lisbon st","","","809040082"
"ironbound community corporation","51000","newark","013","essex","07105","nj","usa","12: other nonprofit","179 van buren st","","","039394853"
"writers theatre","29652","glencoe","031","cook","60022","il","","12: other nonprofit","376 park avenue","","","0450828100000"
"barrel of monkeys productions","14013","chicago","031","cook","60640","il","","12: other nonprofit","4432 n ravenswood ave","","","1245871840000"
"central states air resource agencies associat","55000","oklahoma city","027","cleveland","73101","ok","usa","12: other nonprofit","707 n robinson ste 6001","","","795929830"
"meagher county public tv","80050","white sulphur springs","059","meagher","59645","mt","usa","12: other nonprofit","po box 503","501 2nd ave se","","187641220"
"chance theater","02000","anaheim","059","orange","92807","ca","","12: other nonprofit","5552 e la palma ave","","","6032493890000"
"waco cultural arts fest","76000","waco","309","mclennan","76701","tx","","12: other nonprofit","801 washington ave ste 405","","","7887337850000"
"nebraska folklife network","28000","lincoln","109","lancaster","68512","ne","","12: other nonprofit","5620 hunts dr","","","1448094850000"
"southern alliance for clean energy","40000","knoxville","093","knox","37901","tn","usa","12: other nonprofit","117 s gay st","","","069751746"
"abada-capoeira san francisco","67000","san francisco","075","san francisco","94110","ca","","12: other nonprofit","3221 22nd st","","","0685803100000"
"uniondocs","10016","brooklyn","025","delaware","11211","ny","","12: other nonprofit","322 union ave","","","6187266780000"
"oddfellows playhouse","47290","middletown","007","middlesex","06457","ct","","12: other nonprofit","128 washington st","","","1716427700000"
"beck center for the cultural arts","41664","lakewood","035","cuyahoga","44107","oh","","12: other nonprofit","17801 detroit avenue","","","0206299110000"
"blair thomas & company","14000","chicago","031","cook","60690","il","","12: other nonprofit","po box 1265","","","1970816770000"
"friends of garvies point museum & preserve","29113","glen cove","059","nassau","11542","ny","","12: other nonprofit","50 barry dr","","","9682991770000"
"center","70500","santa fe","049","santa fe","87504","nm","","12: other nonprofit","po box 2483","","","0639187040000"
"college possible","30914","saint paul","123","ramsey","55104","mn","","12: other nonprofit","450 n syndicate st","ste 325","","041829685"
"afro-american cultural center","12000","charlotte","119","mecklenburg","28202","nc","","12: other nonprofit","551 s tryon st","","","6101273000000"
"redline","20000","denver","031","denver","80205","co","","12: other nonprofit","2350 arapahoe st","","","0149822600000"
"university musical society","03000","ann arbor","161","washtenaw","48109","mi","","12: other nonprofit","881 n university avenue","","","1314255300000"
"ecostudies institute","47560","mount vernon","057","skagit","98273","wa","usa","12: other nonprofit","1008 carmel ave","","","055389469"
"colorado art ranch","03455","arvada","059","jefferson","80004","co","usa","12: other nonprofit","6878 taft court","","","617852566"
"friends of parc","21900","davidsonville","003","anne arundel","21035","md","usa","12: other nonprofit","734 chickamauga dr","","","827171849"
"prince kuhio federal credit union","","honolulu","003","honolulu","96817","hi","","12: other nonprofit","740 kohou st ste a","","","802764316"
"dakota resources","","renner","099","minnehaha","57055","sd","","12: other nonprofit","25795 475th avenue","ste 1","","080527307"
"california association for microenterprise op","67000","san francisco","075","san francisco","94103","ca","","12: other nonprofit","275 5th st fl 4","","","021966481"
"forward community investments","","madison","025","dane","53704","wi","","12: other nonprofit","2045 atwood avenue","ste 101a","","010553753"
"ways to work","","milwaukee","079","milwaukee","53224","wi","","12: other nonprofit","11700 w lake park dr","","","140043543"
"conner prairie museum","23278","fishers","057","hamilton","46038","in","usa","12: other nonprofit","13400 allisonville rd","","","802561621"
"housing development fund","","stamford","001","fairfield","06901","ct","","12: other nonprofit","100 prospect st","ste sp-101","","801751272"
"el paso hispanic chamber of commerce","24000","el paso","141","el paso","79903","tx","","12: other nonprofit","2401 e missouri ave","","","838045581"
"seton hill university","31200","greensburg","129","westmoreland","15601","pa","","12: other nonprofit","one seton hill dr","","","068721299"
"womens business center","99097","mobile county","097","mobile","36693","al","","12: other nonprofit","1301 azalea rd ste 201a","","","111750451"
"womens business center of n alabama","37000","huntsville","089","madison","35801","al","","12: other nonprofit","225 church st","","","623888489"
"ms gulf coast renaissance corporation","","gulfport","047","harrison","39503","ms","","12: other nonprofit","11975 seaway rd ste a140","","","806969643"
"national housing trust community development","","washington","001","district of columbia","20007","dc","","12: other nonprofit","1101 30th st nw","ste 400","","602437225"
"indigenous peoples council for marine mammal","03000","anchorage","020","anchorage","99515","ak","usa","12: other nonprofit","800 e dimond ste 3-505","","","831709485"
"neighborhood self employment initiative","36000","indianapolis","097","marion","46205","in","","12: other nonprofit","4755 kingsway dr ste 314","","","021694466"
"american jewish joint distribution committee","51000","new york new york","061","new york","10017","ny","","12: other nonprofit","711 third avenue","new york ny 10017","","068226141"
"ltsc community development corporation","99037","los angeles county","037","los angeles","90013","ca","","12: other nonprofit","231 e 3rd st g106","","","879364347"
"water solutions group","16000","chesapeake","550","chesapeake","23320","va","usa","12: other nonprofit","2612 taylor rd","","","829462964"
"community childrens project","","hoback jct","039","teton","83001","wy","usa","12: other nonprofit","po box 3344","","","029917630"
"gang alternative","45000","miami","086","miami-dade","33138","fl","usa","12: other nonprofit","311 ne 78 st","","","031391704"
"chambers-tallapoosa-coosa community action ag","19336","dadeville","123","tallapoosa","36853","al","usa","12: other nonprofit","172 s broadnax st","","","607565652"
"s side day nursery","","saint louis","189","st louis","63118","mo","usa","12: other nonprofit","2930 iowa","","","159264142"
"lester & rosalie anixter center","14000","chicago","031","cook","60659","il","usa","12: other nonprofit","6050 california avenue n","","","068475623"
"lahey clinic","09875","burlington","017","middlesex","01805","ma","usa","12: other nonprofit","41 mall rd","","","883850364"
"montgomery county youth services","16432","conroe","339","montgomery","77305","tx","usa","12: other nonprofit","po box 1316","","","805574761"
"evansville community partnership","24550","evansville","105","rock","53536","wi","usa","12: other nonprofit","15 antes dr","","","967348942"
"ised solutions","50000","washington","001","district of columbia","20036","dc","usa","12: other nonprofit","1900 l st nw","","","140759767"
"guidance clinic of the middle keys","43000","marathon","087","monroe","33050","fl","usa","12: other nonprofit","3000 41st st ocean","","","085566461"
"white mtns commun hosp dba white mtn regional","68990","springerville","001","apache","85938","az","usa","12: other nonprofit","po box 880","","","835710195"
"community services & research center","64000","princess anne","039","somerset","21853","md","usa","12: other nonprofit","po box 114","","","143984560"
"lao veterans of america in minnesota","58000","saint paul","123","ramsey","55104","mn","usa","12: other nonprofit","757 milton st n","","","110396558"
"american dental association","14000","chicago","031","cook","60611","il","usa","12: other nonprofit","211 e chicago avenue","","","618026884"
"cook county family connection","72556","sparks","075","cook","31647","ga","usa","12: other nonprofit","303 s college st","","","801789517"
"ability first","62470","provo","049","utah","84601","ut","usa","12: other nonprofit","491 n freedom blvd","","","103839838"
"independent marylanders achieving growth thro","04000","baltimore","510","baltimore","21218","md","usa","12: other nonprofit","2301 argonne dr rm t-17","","","962701459"
"utah independent living center","67000","salt lake city","035","salt lake","84115","ut","usa","12: other nonprofit","3445 s main st","","","611505868"
"disabilities network of eastern ct","56200","norwich","011","new london","06360","ct","usa","12: other nonprofit","238 w town st ste 4","","","956132898"
"so cal corporate growth partners","62000","riverside","065","riverside","92504","ca","usa","12: other nonprofit","6964 capistrano way","","","967976957"
"pipeline safety trust","0110","bellingham","073","whatcom","98225","wa","","12: other nonprofit","1155 n state st ste 609 belli","na","na","0191018220"
"childrens empowerment","17918","daly city","081","san mateo","94014","ca","usa","12: other nonprofit","480 collins ave ste j","","","009960688"
